    x    y  z
 -178  227  4
 -127   49  3
  136 -165  2
  107 -214  2
 -227  155  4
 -195  164  4
  -84   63  3
 -166   68  3
 -149 -193  1
 -187  221  4
   98  218  0
 -196  193  4
  -93   57  3
  136 -155  2
  144 -189  2
 -199  194  4
  163  215  0
 -102   66  3
 -152 -185  1
  131  219  0
  131 -152  2
  117  173  0
  -86   43  3
 -110   62  3
  137 -141  2
  192 -137  2
  -77   54  3
   90  195  0
 -264 -168  1
 -111   57  3
 -180 -205  1
 -122   54  3
 -123   31  3
 -205 -192  1
  117 -174  2
   63  206  0
 -165 -159  1
   86  172  0
  115 -200  2
  152 -130  2
 -118   64  3
  131 -143  2
  196 -152  2
  156 -141  2
  111 -123  2
 -177  187  4
 -113   55  3
  198 -153  2
  126 -124  2
   98  136  0
 -211 -236  1
   98  157  0
  138 -125  2
 -201 -199  1
 -204  201  4
 -240  200  4
 -100   89  3
 -157 -210  1
  164 -199  2
 -221  214  4
 -181 -160  1
  -74   85  3
   75  216  0
  124 -161  2
  138 -156  2
 -200  208  4
 -234 -179  1
 -167 -190  1
  141 -134  2
 -110   65  3
 -200  210  4
  113 -152  2
   83  215  0
 -195 -219  1
  152 -109  2
 -222  164  4
 -101   75  3
 -239  240  4
 -201  172  4
 -217  192  4
  -54   43  3
   69  237  0
 -177 -261  1
  -93   48  3
 -199 -208  1
  138 -115  2
 -189 -197  1
  120 -176  2
 -175 -217  1
  106  214  0
  115  229  0
   73  166  0
   83  183  0
 -179  241  4
 -179  207  4
   88  227  0
 -209  207  4
  111  233  0
 -118   79  3
  165 -135  2
   55  230  0
 -127   60  3
  106  203  0
  -88   68  3
 -208  243  4
 -199  198  4
   46  237  0
  172 -149  2
   67  196  0
 -145   91  3
 -216  224  4
  -74   69  3
 -134 -211  1
 -237 -209  1
  123 -178  2
 -264 -202  1
  105  197  0
  148 -116  2
 -174  211  4
  178 -181  2
  128 -163  2
  -92   32  3
 -202  182  4
 -209  185  4
   70  171  0
  -84   42  3
 -178 -159  1
 -200  197  4
  115  165  0
 -229 -191  1
 -209 -207  1
 -217  211  4
 -213 -187  1
 -150   28  3
  182 -136  2
  -80   99  3
  176 -170  2
  -81   53  3
 -197  216  4
  171 -121  2
  163 -165  2
 -103   27  3
 -153  190  4
  -75   80  3
  103  207  0
 -188 -226  1
  103  188  0
  -97   70  3
  118 -167  2
 -101  101  3
 -172 -205  1
   62  215  0
 -129   75  3
 -186 -201  1
  103  226  0
 -192 -181  1
  132 -148  2
  186 -134  2
 -111   82  3
 -210  181  4
  122 -143  2
 -197 -223  1
 -179 -218  1
  159 -170  2
  129 -164  2
   44  196  0
  123 -116  2
   99 -159  2
 -154   -2  3
 -162 -160  1
  135 -106  2
 -211 -189  1
  137 -186  2
 -199 -238  1
 -191  184  4
 -173  176  4
   86  205  0
 -198  228  4
 -169 -243  1
 -194  183  4
 -121   88  3
 -209  220  4
 -218 -179  1
   73  193  0
  146  180  0
 -221 -199  1
  -88   52  3
 -185 -165  1
 -197 -198  1
 -221  211  4
  128  201  0
  103  187  0
  151 -127  2
   75  249  0
  104  227  0
  183 -140  2
 -185 -216  1
  163 -127  2
 -161  155  4
  180 -222  2
 -200 -166  1
   81  231  0
 -172 -215  1
 -101   62  3
   88  188  0
 -223  165  4
  216 -138  2
 -182  217  4
 -171  194  4
  -94   38  3
 -135  105  3
 -206  195  4
 -205 -213  1
  -62   22  3
   74  194  0
 -194 -158  1
  105  222  0
 -225  202  4
  156 -116  2
  159  191  0
  175 -158  2
 -214 -140  1
  173 -174  2
 -189  190  4
 -194 -241  1
 -186 -188  1
 -196  214  4
 -171  247  4
   99  221  0
  -82 -283  3
   91  191  0
  203 -156  2
 -111   64  3
  138 -140  2
 -204  245  4
 -211  171  4
  -83   55  3
   97  172  0
  101  163  0
  129 -119  2
 -216  184  4
 -202  208  4
 -178 -178  1
   98  198  0
 -205 -198  1
 -148   50  3
 -184  177  4
   98  189  0
  113  184  0
 -250 -189  1
  123 -126  2
  108 -148  2
   66  240  0
  104  209  0
  163  207  0
 -185 -228  1
  124  214  0
 -179  198  4
 -118   68  3
 -144  200  4
  153 -159  2
  -52   87  3
 -199  179  4
 -186  190  4
   95  202  0
   80 -183  2
  141  188  0
 -211  231  4
 -174  180  4
  188 -119  2
  192 -173  2
 -233 -216  1
 -195 -211  1
 -241  207  4
 -114   23  3
  101  198  0
 -219  181  4
  -98   48  3
  161 -189  2
 -190 -203  1
  -71   84  3
 -178 -172  1
  -85   35  3
 -228  225  4
 -177 -156  1
 -160 -189  1
  -86   54  3
  151 -197  2
  143 -131  2
  -86   61  3
 -112   79  3
 -205  186  4
   74  192  0
 -219 -192  1
  148 -168  2
 -112   66  3
 -152 -196  1
 -136   69  3
  186 -144  2
   51  174  0
  -82  115  3
  116 -141  2
  186 -137  2
   90  220  0
 -199  161  4
 -199 -148  1
 -152  117  3
 -190  213  4
 -195 -241  1
 -211 -224  1
  174 -185  2
 -137  151  4
  -86   52  3
 -218 -210  1
  155 -144  2
  111  198  0
  137  240  0
   93  191  0
  148  -93  2
  -88   54  3
 -180 -188  1
  -94   48  3
  -10   62  3
  183 -141  2
 -199 -166  1
 -237  172  4
  122 -130  2
 -198  252  4
 -185 -171  1
 -177 -236  1
 -212  215  4
 -184  195  4
   19  206  0
  185 -171  2
  -78   36  3
 -180  201  4
 -192 -194  1
 -184  201  4
  141 -158  2
   80  210  0
 -202  203  4
  183 -113  2
 -206  230  4
   79  209  0
  -58   68  3
 -205 -173  1
 -179 -178  1
  105  184  0
  177 -148  2
 -224  226  4
   95  208  0
 -178 -189  1
 -212  173  4
  -54   94  3
  132 -146  2
  -32 -220  1
   95  245  0
  129  184  0
 -101   71  3
 -189  239  4
  102 -140  2
  -83    2  3
   67  245  0
 -202  216  4
  -78   84  3
 -131   50  3
 -172 -182  1
 -121   66  3
  136 -124  2
 -244  185  4
 -171  195  4
  175 -194  2
  137 -101  2
  141  238  0
 -123   94  3
 -147  102  3
  140 -192  2
 -212 -209  1
  118 -179  2
 -222  189  4
 -170 -192  1
   87  176  0
  125  192  0
  117  158  0
 -200  208  4
  141 -155  2
  104  180  0
 -202 -204  1
  141  199  0
 -133   97  3
 -217  148  4
   68  238  0
   73  210  0
 -165 -202  1
  108  194  0
  119 -111  2
  103  253  0
  109  247  0
  187 -130  2
 -215 -227  1
  150 -160  2
 -255  165  4
 -218  195  4
  127  194  0
 -245  210  4
 -219 -227  1
 -209  176  4
  -86   64  3
 -114   50  3
  160 -148  2
 -219 -195  1
 -154 -204  1
   95  218  0
  158 -155  2
 -194  192  4
  155 -119  2
   74  207  0
 -109   45  3
 -117   48  3
  -75   77  3
 -189  151  4
 -218  219  4
 -141   46  3
 -200 -186  1
  154 -168  2
   93  186  0
 -182  222  4
 -209 -214  1
 -179  191  4
  183 -138  2
 -100   51  3
 -143   62  3
 -100   51  3
 -181  258  4
 -167  193  4
   64  182  0
 -231 -181  1
 -199  250  4
 -195  189  4
 -219  157  4
 -224  172  4
 -212  168  4
  192 -150  2
   56  242  0
 -155  186  4
 -225 -163  1
 -162 -150  1
   88  209  0
 -214 -149  1
  118  235  0
  150 -136  2
 -206 -185  1
 -188 -205  1
  122  235  0
 -215  167  4
  105  -97  2
 -237 -180  1
 -151  167  4
  -97   58  3
  184 -137  2
   92  193  0
   48  187  0
 -181 -264  1
 -175  174  4
   83  196  0
 -212 -216  1
  127  219  0
  -96  105  3
 -210 -210  1
   79  222  0
  147  189  0
  -95   80  3
 -187 -173  1
  -71   68  3
  163 -190  2
 -103   70  3
 -184  181  4
 -111   99  3
 -224 -200  1
 -119   83  3
  179 -155  2
  -80   51  3
   78  229  0
  119  156  0
 -179  183  4
 -171 -180  1
 -173 -195  1
  136 -138  2
  162 -149  2
 -168 -216  1
   80  179  0
 -206 -166  1
 -242 -189  1
   83  200  0
  110  197  0
  139 -140  2
   83  230  0
   71  255  0
  107 -150  2
 -143 -226  1
 -233 -225  1
  107 -151  2
   85  196  0
 -179 -208  1
 -123   70  3
 -187  187  4
 -199 -230  1
  141 -188  2
   99 -142  2
 -160 -180  1
 -243 -203  1
  112  213  0
 -185 -182  1
  139 -162  2
 -188 -265  1
 -133   76  3
  162 -130  2
   65  209  0
  141 -144  2
 -161  219  4
 -163 -242  1
  128  198  0
  193 -124  2
 -140   42  3
  133  212  0
 -176  211  4
 -221 -219  1
 -205 -156  1
 -214 -217  1
 -252 -190  1
 -207 -179  1
 -229  174  4
 -197  194  4
 -217  195  4
  163 -146  2
  120  185  0
 -180 -197  1
  -97  105  3
 -179  130  4
  114  244  0
 -215 -176  1
  135  173  0
  -70   61  3
 -210  248  4
  -84   56  3
  151  163  0
  -93   97  3
 -182  203  4
 -207  170  4
 -169  206  4
  115 -158  2
 -187 -205  1
 -192  233  4
 -169 -259  1
  175 -166  2
   91  205  0
 -202  144  4
  151 -175  2
  180 -157  2
 -214 -212  1
 -105   63  3
  105  227  0
 -237  177  4
 -106   89  3
 -190 -163  1
 -220 -230  1
 -220 -158  1
  134  183  0
  185 -132  2
 -216 -216  1
 -212 -241  1
 -163 -194  1
 -223 -180  1
 -216 -184  1
  125 -116  2
  160 -111  2
 -189  222  4
  127 -122  2
 -233  -75  4
 -109   74  3
 -234  206  4
 -211 -177  1
 -197 -160  1
  113  142  0
 -205  232  4
 -153  200  4
  120  195  0
  121  212  0
 -211  250  4
  193 -150  2
 -198 -191  1
  122 -133  2
  140  174  0
 -108   96  3
 -211 -185  1
 -266  229  4
   91  184  0
 -187  172  4
  -98   80  3
 -106   78  3
 -184  222  4
 -114   40  3
  122  193  0
   90  247  0
   96  192  0
 -207  208  4
  215 -176  2
  -89   96  3
 -163 -239  1
  -69   70  3
  -92   32  3
 -247 -179  1
 -121  222  3
 -152 -190  1
   68  181  0
 -133   36  3
 -198 -223  1
 -219  224  4
  -91   59  3
  -87   85  3
 -241 -161  1
  156 -129  2
  -67   68  3
 -205  203  4
 -126   35  3
 -247  204  4
  128 -172  2
 -223 -209  1
 -259 -201  1
  108 -160  2
  176 -129  2
  155 -122  2
  -95   32  3
 -270 -206  1
 -140 -216  1
  138 -146  2
 -200  211  4
  104  239  0
 -121   56  3
  102  168  0
  153 -171  2
  188 -130  2
  144 -157  2
  140  225  0
 -109   56  3
  -70   88  3
  -96   77  3
  108  212  0
  118  196  0
  158 -146  2
 -225  197  4
  -71   81  3
  129 -164  2
  -74   45  3
 -151  163  4
   58  213  0
 -147   88  3
   98  201  0
  116  185  0
  128  198  0
   88  187  0
 -102   36  3
 -189  174  4
 -225 -149  1
 -187  219  4
  140 -157  2
 -203 -209  1
  131 -183  2
 -175 -203  1
  151 -105  2
  -83   58  3
  155  210  0
  156 -161  2
   65  142  0
 -197  199  4
  -96   97  3
 -192 -208  1
 -211  146  4
  -99   60  3
 -199 -192  1
 -104  104  3
   81  190  0
 -200 -172  1
 -177  189  4
 -193  199  4
 -212  209  4
 -227 -181  1
 -143 -148  1
  167 -144  2
   80  205  0
 -116   55  3
 -178 -190  1
 -221 -195  1
 -194  208  4
 -103   49  3
  -95   33  3
 -106   36  3
  -90   73  3
 -136   46  3
  105  195  0
  113  208  0
  140  229  0
  131  211  0
  115  229  0
  120  216  0
 -190 -115  4
 -173  195  4
  270  207  0
 -197 -217  1
  192 -123  2
 -104   82  3
   94  180  0
  107  208  0
  128 -135  2
 -198  239  4
 -220 -180  1
 -204 -174  1
  123 -175  2
  104  207  0
 -204  219  4
 -210  252  4
  147  219  0
  103  183  0
  149 -103  2
 -226  195  4
  142 -106  2
 -216  210  4
  154  159  0
 -200  199  4
  227 -133  2
   65  199  0
 -201 -219  1
  104  193  0
  -82   51  3
 -231 -227  1
 -136   62  3
 -173 -209  1
 -113   79  3
  -52  116  3
 -190 -217  1
 -123   54  3
  -82   89  3
 -224 -201  1
 -137   50  3
   74  223  0
 -204  174  4
 -215 -230  1
 -212  211  4
  171 -153  2
 -165 -184  1
 -110   35  3
  176 -152  2
 -139   69  3
 -190  243  4
 -190 -204  1
  119  193  0
 -173 -216  1
 -234 -228  1
 -224 -158  1
  119 -160  2
   87  193  0
  129 -157  2
  171 -185  2
  218 -102  2
  -53   63  3
  161 -139  2
  150 -151  2
 -211 -203  1
   90  197  0
 -198  210  4
 -143   51  3
  -90   81  3
   77  201  0
  106  154  0
 -124   84  3
 -212 -209  1
 -168  253  4
  -63   23  3
   84  200  0
 -216 -225  1
  144  196  0
  123  203  0
 -141 -215  1
  156 -120  2
 -226 -227  1
   73  186  0
 -128   90  3
  -97   88  3
   69  238  0
   58 -163  2
 -161 -197  1
  -33   93  3
 -140   86  3
  -94   50  3
 -190  218  4
 -227  188  4
  174 -188  2
 -201 -208  1
  124  202  0
  112  244  0
  139  191  0
  100  195  0
 -209 -182  1
 -162  209  4
 -194  199  4
 -102   29  3
 -122   54  3
  -90   72  3
 -220 -220  1
   85  219  0
 -175  199  4
  138  175  0
 -152  111  3
  108  199  0
   57  203  0
 -121   78  3
  151  218  0
 -186  182  4
  -51   58  3
  -88   87  3
 -208 -226  1
  112  205  0
 -253 -176  1
  101  179  0
  146 -141  2
 -177  204  4
  150 -172  2
 -231 -219  1
 -203  222  4
  132  179  0
 -209  183  4
 -168  173  4
  -81   94  3
 -106   13  3
 -208 -200  1
 -225 -167  1
 -202  171  4
 -214  187  4
 -159 -200  1
 -213 -206  1
 -212 -185  1
   90  179  0
  153 -161  2
 -129   74  3
   47  170  0
 -161  230  4
  -91   57  3
 -195  182  4
 -217 -192  1
 -183  198  4
 -192  179  4
  101  223  0
  -97   28  3
 -144 -216  1
  -70   69  3
  146 -158  2
 -172  190  4
 -210  210  4
 -139   93  3
  165 -164  2
  147 -148  2
  142 -121  2
  134  205  0
  -93   68  3
 -227 -200  1
  152 -125  2
  116  196  0
 -180 -192  1
 -121  108  3
  -98   46  3
 -144  124  3
 -203 -234  1
 -151  158  4
  116  203  0
  181  -84  2
  108  197  0
 -217 -189  1
  179 -178  2
 -214  223  4
  124  186  0
  -81   23  3
  105  163  0
  -66   79  3
  161 -158  2
  150 -160  2
 -146  234  4
   76  203  0
 -216  193  4
  122 -127  2
  157 -196  2
   71  210  0
 -175  187  4
   97 -151  2
  124 -125  2
  -91   80  3
 -202 -196  1
 -111   89  3
  108  218  0
 -190 -168  1
  122  238  0
  110  213  0
  109  202  0
 -194 -171  1
 -102   48  3
   74  225  0
  -60   71  3
 -199  135  4
 -186  211  4
  152  244  0
 -124 -194  1
  167 -150  2
 -120   53  3
  180 -152  2
 -197  212  4
 -212 -190  1
   87  189  0
  -77  112  3
   87  229  0
 -122   71  3
  161 -149  2
   73  213  0
 -176 -180  1
  138  206  0
  123 -151  2
  -66   78  3
 -232 -241  1
  -77   23  3
  -86  109  3
 -100  102  3
 -109   74  3
  119  214  0
 -110   98  3
  105  208  0
 -159  192  4
  104  207  0
 -182 -196  1
 -175  229  4
  149 -106  2
 -101   78  3
 -188  195  4
 -185  194  4
  185 -129  2
 -237  194  4
  146  173  0
 -132  102  3
  -98   60  3
  119 -118  2
 -208 -176  1
 -184 -236  1
 -115   64  3
 -165  220  4
  131 -217  2
 -119   54  3
 -220  187  4
  -23 -146  1
  125  257  0
 -114   37  3
  143 -140  2
 -144   71  3
  102  199  0
 -229 -184  1
  106  170  0
 -127   47  3
 -236  189  4
  165 -153  2
  144 -142  2
 -103   73  3
  -95   62  3
 -180   88  1
  143 -138  2
  181 -156  2
 -191 -209  1
 -263 -160  1
 -198  190  4
 -191  202  4
   95  233  0
   97  168  0
 -209  231  4
   64  207  0
 -210  195  4
  146 -184  2
   73  175  0
 -150  207  4
  184 -189  2
 -186  246  4
 -251 -206  1
  115  134  0
   76  224  0
  225 -116  2
  158 -172  2
 -205  205  4
 -206 -224  1
  -89   43  3
  -87   26  3
 -120   82  3
   96  196  0
 -226  161  4
 -187 -195  1
 -126   72  3
   86  191  0
 -105   75  3
 -168 -193  1
 -219 -237  1
 -188 -195  1
   43  218  0
 -188  193  4
  185 -139  2
 -143  215  4
  109  202  0
 -197  204  4
 -183  214  4
 -191 -202  1
 -186 -193  1
 -202  165  4
  129  225  0
  -90   42  3
 -190 -217  1
 -193  202  4
 -241 -174  1
  148 -183  2
   71  172  0
  145 -141  2
 -196 -227  1
  152  243  0
 -147   67  3
  142 -115  2
   68  139  0
  -63   63  3
  129 -110  2
   74  216  0
 -115   58  3
  130  213  0
  117  252  0
  -52   69  3
  123 -169  2
 -188  246  4
 -195  222  4
 -208  190  4
 -155 -234  1
  103  236  0
  110  197  0
 -186  204  4
 -163 -183  1
  146  182  0
  142 -130  2
  130 -162  2
   93  196  0
  -96   61  3
 -119  104  3
 -240 -207  1
  -98   76  3
   77  184  0
  138  186  0
 -112   89  3
 -111   58  3
  -82   84  3
  -66   38  3
  113  211  0
  140 -147  2
 -199  202  4
  103 -178  2
 -211  178  4
 -150 -243  1
  116  175  0
 -208 -199  1
 -185  202  4
 -207  171  4
 -229  202  4
  107  186  0
  129 -152  2
 -112   76  3
  141 -113  2
 -110   88  3
 -110   58  3
 -201 -202  1
  107 -159  2
 -180  181  4
 -206 -174  1
  -86   58  3
  152 -175  2
 -232 -192  1
 -182  187  4
   95  229  0
  104  206  0
 -208  201  4
 -204  206  4
 -160   63  3
 -202 -200  1
 -233  193  4
 -216 -215  1
 -208  228  4
   98  158  0
 -132   67  3
  -48   46  3
  190 -145  2
 -213 -217  1
 -206 -200  1
  192 -139  2
 -125   44  3
   75  199  0
  193 -130  2
  125  193  0
  173 -220  2
 -133   36  3
 -153 -177  1
 -101  105  3
  143 -115  2
   82  188  0
  134  191  0
 -143  112  3
  -81   63  3
 -221  202  4
  128 -154  2
  -86   61  3
 -128   57  3
 -187 -204  1
  157 -207  2
  -97   66  3
  160  178  0
  -78   74  3
 -106   78  3
   88  189  0
  107 -149  2
  -94   46  3
  -62   70  3
 -213  217  4
 -220  227  4
 -201  175  4
   94  208  0
  -87   58  3
 -169  177  4
  167 -202  2
 -246 -177  1
 -119   61  3
  -60   56  3
 -194  205  4
 -219  173  4
 -165 -229  1
 -191 -174  1
 -157  203  4
 -154   88  3
  -81   71  3
 -200  203  4
  -61   71  3
  193 -188  2
 -170  210  4
   90  233  0
 -240  217  4
 -201 -197  1
 -104   95  3
  146 -174  2
 -194  161  4
 -219  192  4
 -179 -205  1
 -113   64  3
  123 -125  2
 -216  167  4
 -192  199  4
 -216 -197  1
 -204 -162  1
 -196 -206  1
  -97   79  3
  108  220  0
 -176  211  4
  116  207  0
 -208  203  4
   55  189  0
   87  125  0
   45  201  0
  130 -130  2
 -207 -198  1
 -114   59  3
  169 -175  2
  137 -171  2
 -235 -225  1
  132 -181  2
   95  218  0
   95  202  0
  163 -155  2
 -170 -219  1
  133  204  0
  195 -181  2
  111  215  0
 -197 -155  1
 -244  207  4
 -130   65  3
  126 -169  2
 -111   38  3
 -153  189  4
 -194  202  4
 -192 -211  1
 -176  203  4
  104  219  0
 -201 -206  1
  161 -185  2
 -123   71  3
  162   16  2
 -181 -216  1
   65  194  0
 -114   51  3
 -196  219  4
 -151   30  3
 -224  154  4
 -190  144  4
  160 -138  2
  -95   63  3
 -228  213  4
  106 -158  2
  165 -114  2
 -113   57  3
 -132   53  3
 -173  236  4
  -87  106  3
  -74   90  3
 -186  213  4
  186 -150  2
 -213  182  4
 -192  242  4
  -79   80  3
 -135   87  3
  117  244  2
   73  178  0
 -265 -223  1
  139 -124  2
 -192 -210  1
  118  237  0
  121  -29  2
 -122   40  3
 -253 -169  1
 -202  198  4
 -229 -226  1
  128 -124  2
  126  176  0
 -188 -195  1
  -24   96  3
  145  159  0
   75  179  0
 -200 -201  1
   88  150  0
 -200  192  4
 -205  198  4
 -217   12  4
   72  183  0
  199 -165  2
  173 -123  2
   58  261  0
  -92  114  3
  -63   97  3
 -197  196  4
  -73  118  3
 -218  195  4
 -192  215  4
 -148  195  4
  117 -173  2
 -243 -191  1
 -156 -210  1
 -218  213  4
 -247  217  4
  115  211  0
  140 -182  2
 -209 -198  1
 -106   99  3
 -203 -183  1
 -203 -169  1
 -197  182  4
 -194  153  4
  -35   86  3
  110  244  0
  -88   99  3
  161 -133  2
 -111   66  3
 -216 -193  1
 -182 -200  1
   68 -179  1
 -109   47  3
  142 -170  2
  114  199  0
  190 -148  2
   85  208  0
  165  -96  2
 -168  185  4
   96  172  0
 -196 -194  1
  -93   70  3
 -169  219  4
 -102   66  3
  134 -159  2
  153 -124  2
  103  208  0
 -242  232  4
 -160 -218  1
  129 -165  2
  189 -127  2
 -128   95  3
 -202 -259  1
  -61   45  3
   97  169  0
  146 -142  2
 -113   75  3
 -252  183  4
  165 -181  2
 -201 -227  1
 -133   53  3
  -83   23  3
 -213  232  4
 -133   57  3
  127 -156  2
  153 -159  2
  -99   59  3
  -74 -153  2
  139  251  0
  161 -172  2
 -194  196  4
  169 -143  2
 -165  113  1
  208 -114  2
  111  217  0
  114 -155  2
 -235 -154  1
  112 -159  2
  -89   83  3
 -199  247  4
   63  200  0
  179  -99  2
 -207 -196  1
 -105   98  3
  149 -183  2
 -205  205  4
  162 -130  2
  169 -124  2
 -208 -187  1
 -201 -197  1
   84  199  0
  105  179  0
 -214  195  4
  133  -73  2
  177 -166  2
 -179 -201  1
 -176  143  4
  -84   50  3
 -179 -167  1
  137 -128  2
  188 -186  2
  169 -125  2
   77  184  0
   97  193  0
 -221  200  4
  -48   81  3
 -104   47  3
   83  204  0
 -120   63  3
 -252  182  4
  183 -160  2
   70  187  0
  -97   44  3
  134 -164  2
 -206 -147  1
 -150  141  4
  178 -172  2
 -204  200  4
 -223  170  4
 -134   94  3
  123 -128  2
  132  219  0
  -79   88  3
  109 -129  2
  -81   81  3
  145 -159  2
 -209 -194  1
 -228 -276  1
 -105   46  3
 -183  194  4
  136 -148  2
  132 -169  2
 -224 -213  1
 -199  202  4
 -180 -201  1
 -200  203  4
 -116   72  3
  129  172  0
 -100  -88  3
   89  204  0
 -190 -200  1
   90  176  0
 -234 -241  1
 -114   61  3
 -153  174  4
  150 -134  2
 -212  150  4
  121 -116  2
  162 -171  2
 -110   61  3
  196 -198  2
   43  175  0
 -296 -171  1
  138  250  0
 -184  200  4
 -202 -195  1
  136 -159  2
 -205 -211  1
  158 -128  2
 -240  209  4
  129  177  0
   93  213  0
  161 -146  2
  -89   55  3
 -136   72  3
 -109   83  3
  -92   66  3
   99  192  0
 -120   77  3
 -104  123  3
 -227 -213  1
 -163 -206  1
  -64 -271  3
  151  171  0
  113  194  0
 -103   25  3
  170  208  0
  153 -165  2
  -90   73  3
  137 -134  2
  100  254  0
  150  -97  2
    3 -203  1
 -159  196  4
   97  241  0
  156  -92  2
  105  202  0
 -208  271  4
 -239 -204  1
 -197 -196  1
  151 -137  2
 -219  198  4
 -110   60  3
 -224 -194  1
   66  147  0
  142 -153  2
 -180 -204  1
  162 -146  2
 -119   58  3
 -116   84  3
   96  157  0
 -193  163  4
 -228  153  4
 -201 -180  1
 -117   73  3
  -90   58  3
  107  204  0
 -165  166  4
 -184 -187  1
 -203 -226  1
 -110   83  3
  186 -154  2
  142 -156  2
  130  176  0
  -80   85  3
 -185 -172  1
  206 -157  2
  168 -203  2
  183 -114  2
 -214 -227  1
 -203  225  4
  161 -117  2
  120 -138  2
 -173 -154  1
 -230 -186  1
 -206  170  4
 -203 -122  1
 -126   79  3
 -201 -185  1
  -99   40  3
  -85   20  3
  -40   59  3
  -92   94  3
 -183  213  4
  116 -198  2
   93  204  0
 -172 -223  4
  165 -123  2
  147  232  0
  155 -132  2
 -155  187  4
 -239  205  4
 -178  201  4
  123 -140  2
 -201  184  4
  141 -181  2
 -142   44  3
 -192  184  4
  -68   68  3
  116  183  0
 -191  174  4
 -218  165  4
 -163  206  4
  -79   89  3
  190 -128  2
   57  240  0
  109  211  0
  154  173  0
 -202  167  4
  -96   59  3
 -208  227  4
 -193 -215  1
 -225 -186  1
 -193  223  4
  210 -139  2
 -169  229  4
 -196  211  4
 -171 -236  1
  -77   38  3
  -85   50  3
 -203  227  4
  -87   93  3
 -231  258  4
 -112  116  3
  179 -131  2
 -234  236  4
 -107   49  3
 -184  187  4
 -164 -160  1
 -125   74  3
 -178  209  4
 -210  198  4
 -108   39  3
  150 -136  2
 -215 -141  1
 -176 -208  1
 -197 -210  1
 -236 -163  1
 -133 -211  1
  117 -112  2
 -234 -179  1
  -57   72  3
  138 -109  2
  117  202  0
 -216 -257  1
  106  184  0
  -68   95  3
 -115   30  3
  -88  108  3
 -202 -205  1
 -141   73  3
   93  187  0
 -142 -177  1
 -225 -191  1
  168 -152  2
 -229  223  4
 -206 -184  1
  113  248  0
  110  203  0
 -164 -211  1
  -98   29  3
   92  178  0
 -241  201  4
 -156  187  4
 -177  178  4
  -91   27  3
  166 -131  2
  -85   21  3
 -192  203  4
  145 -146  2
  135 -165  2
  138  229  0
   71  206  0
 -211 -195  1
  102  214  0
 -203 -178  2
 -169  224  4
 -100   83  3
  106  184  0
   89  238  0
 -174  205  4
   91  200  0
 -209  200  4
 -200 -180  1
   97  191  0
  148 -145  2
  144 -147  2
 -200 -186  1
 -223  214  4
 -118   39  3
 -188 -216  1
 -233 -183  1
 -197 -148  1
  116  210  0
 -242  198  4
  -79   49  3
  169 -171  2
 -152  232  4
 -223  242  4
   97  215  0
 -250 -200  1
 -199 -179  1
  102  171  0
  125 -133  2
   94  211  0
 -215  174  4
  100  169  0
 -202 -174  1
  108  240  0
  144 -147  2
 -173 -170  1
   77  169  0
  -97   94  3
 -172  227  4
  130 -180  2
 -188 -229  1
 -241  202  4
 -176  164  4
 -208  177  4
 -174  190  4
  113  215  0
  -83   71  3
 -193 -174  1
 -262 -226  1
 -200 -208  1
  270   48  3
   67  230  0
 -176  188  4
  -89   51  3
  -91  103  3
  115  160  0
   72  200  0
  100  201  0
  -60   43  3
 -193 -240  1
 -135   73  3
  112  121  0
   89  180  0
 -228  204  4
  -89    1  3
 -198  237  4
 -200  192  4
   44  183  0
   98  200  0
  136 -176  2
 -180  234  4
 -235 -198  1
   77  191  0
  139 -130  2
 -176 -210  1
 -211 -172  1
 -203 -216  1
 -210  212  4
  137 -116  2
 -189  205  4
  108  208  0
  163 -125  2
  186  181  0
 -217  213  4
 -186 -233  1
   72  172  0
  101  208  0
 -118   95  3
  126  215  0
  106  192  0
 -204 -225  1
   78  227  0
  140 -156  2
  114  221  0
 -113  107  3
 -162  209  4
 -245 -157  1
 -113   31  3
  -99   51  3
 -202  276  4
  118  163  0
  145 -125  2
  118 -129  2
 -177  204  4
 -177 -246  1
 -161  227  4
 -226 -182  1
  105  196  0
  -68  100  3
 -194 -206  1
  138 -131  2
 -174 -210  1
   92 -158  2
  174 -138  2
 -194  246  4
 -173  210  4
 -204  217  4
 -205  240  4
 -193 -230  1
  164 -175  2
 -142 -185  1
   88  180  0
   93  195  0
 -212 -156  1
  130 -156  2
 -205  247  4
  -58   84  3
  105  243  0
   85  199  0
  -86    8  3
   90  189  0
  132 -185  2
 -190  230  4
 -188  210  4
 -205 -222  1
 -193 -156  1
  141  232  0
 -197 -203  1
 -186 -249  1
  103  212  0
 -198  153  4
  156 -196  2
  124 -140  2
 -142   23  3
 -208 -238  1
  195 -128  2
  192 -122  2
 -200  243  4
 -224 -185  1
  152 -166  2
   98  211  0
 -176  250  4
  174 -127  2
  170 -116  2
 -210  163  4
 -186  168  4
 -179  174  4
 -102   56  3
 -229 -187  1
  130 -228  2
 -203  201  4
 -200 -235  1
  130 -190  2
 -206 -257  1
 -201 -171  1
   65  236  0
 -188 -208  1
 -120   51  3
 -185  237  4
  -79   79  3
   75  233  0
 -176 -197  1
   83  234  0
  -74  106  3
 -189 -211  1
 -171  211  4
 -182 -235  1
  -55   86  3
  130 -186  2
 -227 -162  1
 -269  169  4
